nr;id;debitorennummer;anrede;vorname;name;firma;strasse;plz;ort;bereich;telefon;mobil;email;typ;beschriftung;
4896;9496;;;;;Ev. Kindertagesstätte Limburg;Johannes-Mechtel-Str. 9;65549;Limburg;;;;;Kita_firmen;;
4897;9498;;;;;Ev. Kindergarten Unter`m Regenbogen;Olympiastraße 4;65550;Limburg-Linter;;;;ev.kita.linter@ekhn-net.de;Kita_firmen;;
4898;12270;104788;Frau;Christiane;Brandenburg-Röder;;Meisenweg 8;65550;Limburg-Linter;;;;;Kita_personen;Kath. Kindergarten St. Therese;
4899;9499;104788;;;;Kath. Kindergarten St. Therese;Meisenweg 8;65550;Limburg-Linter;;0643144879;;kita.st.therese@gesamtverband-limburg.de;Kita_firmen;Kath. Kindergarten St. Therese;
4900;9500;;;;;Kath. Kita Elisabeth;Lindenstraße 1;65551;Lindenholzhausen;;;;kita.elisabeth@gesamtverband-limburg.de;Kita_firmen;;
4901;9501;;;;;Kindergarten St. Jakobus Lindenholzhausen;Schubertstraße 3;65551;Lindenholzhausen;;;;kita.st.jakobus@gesamtverband-limburg.de;Kita_firmen;;
4902;9502;;;;;Kath. Kindergarten Limburg-Eschhofen;Mainzer Straße 3a;65552;Limburg-Eschhofen;;0643171660;;iga.st.antonius@gesamtverband-limburg.de;Kita_firmen;;
4903;9503;;;;;Kindergarten St. Lubentius;Gartenweg 7;65553;Dietkirchen;;;;kiga-st.lubentius-dietkirchen@bistum-limburg.de;Kita_firmen;;
4904;9504;;;;;Kath. Kindergarten St. Bartholomäus;Am Spritzenhaus 4;65554;Limburg;;064331357;;kita.st.bartholomaeus@gesamtverband-limburg.de;Kita_firmen;;
4905;9505;;;;;Kita Servatius;Am Hallenbad;65555;Limburg-Offheim;;;;;Kita_firmen;;
4906;9506;;;;;Kindergarten St. Cervatius;Hintergasse 1;65555;Limburg-Offheim;;;;;Kita_firmen;;
4907;9507;;;;;Ev. Kindergarten Arche Noah;Ringstraße 11;65556;Limburg-Staffel;;;;Kita-Staffel@t-online.de;Kita_firmen;;
4908;9508;;;;;Kath. Kindergarten Balduinstein;Am Hain 8;65558;Balduinstein;;0643281629;;;Kita_firmen;;
4909;9509;;;;;Ev. Kindergarten Eppenrod / Isselbach;Ober der Kirch;65558;Eppenrod;;;;;Kita_firmen;;
4910;9510;;;;;Ev. Kindergarten Lohrheim;Schaumburger Straße 24;65558;Lohrheim;;;;;Kita_firmen;;
4911;9511;;;;;Ev. Kindergarten Langenscheid;Weiherplatz;65558;Langenscheid;;;;;Kita_firmen;;
4912;9512;;;;;Ev. Kindergarten Heistenbach;Karlstraße 3;65558;Heistenbach;;;;;Kita_firmen;;
4913;12269;102101;Frau;Anna;Prill;;Am Kindergarten 3;65558;Flacht;;;01703577226;info@kita-flacht.de;Kita_personen;Ev. Kita Unterm Sternenzelt;
4914;9513;102101;;;;Ev. Kindertagesstätte Flacht;Am Kindergarten 3;65558;Flacht;;064326773;;;Kita_firmen;Ev. Kita Unterm Sternenzelt;
4915;9514;;;;;Ev. Kindertagesstätte Burgschwalbach;Am Kindergarten 1;65558;Burgschwalbach;;;;;Kita_firmen;;
4916;9515;;;;;Ev. Kindergarten Gückingen;Bergstraße 1;65558;Gückingen;;0643282640;;;Kita_firmen;;
4917;9516;;;;;Ev. Kindergarten Oberneisen;Kaltenbachstraße 15;65558;Oberneisen;;064307414;;;Kita_firmen;;
4918;9517;103541;;;;AOK Klinik für Mutter und Kind;Felkestr. 37;65582;Diez;;;;;Kita_firmen;Helios Klinik Diez Fachklinik für Mutter;
4919;9518;;;;;Ev. Kindergarten Auf der Hohen Straße;Bert-Brecht-Str. 72a;65882;Diez;;;;;Kita_firmen;;
4920;9520;;;;;Kath. Kindergarten Diez/Lahn;Schlesierstraße 27;65582;Diez / Lahn;;064323855;;;Kita_firmen;;
4921;9521;;;;;Kindergarten mit Tagesstätte;Friedhofstraße 15;65582;Diez;;0643262486;;;Kita_firmen;;
4922;9522;;;;;Kinderhafen-Tagesstätte;Schloßberg 13 a;65582;Diez;;06432921257;;;Kita_firmen;;
4923;9523;;;;;Kinderkrippe Hadamar;Hexenschlucht 1;65589;Hadamar;;;;;Kita_firmen;;
4924;9524;;;;;Kath. Pfarrgemeinde St. J. Nepomuk;Schoßgasse;65589;Haddamar;;;;;Kita_firmen;;
4925;9525;;;;;Kath. Kindergarten Niederzeuzheim;Bäckergasse 6;65589;Hadamar-Niederzeuzheim;;;;;Kita_firmen;;
4926;9526;;;;;Kath. Kindergarten Oberzeuzheim;Kirchstraße;65589;Hadamar-Oberzeuzheim;;;;;Kita_firmen;;
4927;9527;;;;;Kath. Kindergarten Maria Heimsuchung;Friedhofstraße 1;65589;Hadamar-Steinbach;;064331615;;;Kita_firmen;;
4928;9528;104562;;;;Kindergarten Marienfried;Kreuzweg 12;65589;Hadamar;;064332771;;;Kita_firmen;Kindergarten Marienfried;
4929;9529;;;;;Kindergarten Marienstift;Unterdorfstraße 12;65589;Hadamar-Oberweyer;;;;;Kita_firmen;;
4930;9530;;;;;Kindergarten St. Ursula;Gartenstraße 2;65589;Hadamar;;;;;Kita_firmen;;
4931;9531;;;;;Kita Theodor Fliedner;Zum Wingertsberg 4;65589;Hadamar;;;;;Kita_firmen;;
4932;9533;;;;;Ev. Kindergarten Runkel;Burgstraße 16;65594;Runkel;;;;;Kita_firmen;;
4933;9534;;;;;Städt. Kindergarten;Rosengartenstraße 2;65594;Runkel-Steeden;;;;;Kita_firmen;;
4934;9535;;;;;Kindergarten St. Lambertus;Langgasse 24;65594;Runkel-Arfurt;;;;;Kita_firmen;;
4935;9536;;;;;Kindergarten St. Nikolaus;Kirchstraße 7;65594;Runkel-Dehrn;;;;;Kita_firmen;;
4936;9537;;;;;Kindergarten Wirbelau;Horsterstraße 11;65594;Runkel-Wirbelau;;;;;Kita_firmen;;
4937;9538;;;;;Ev. Kindergarten Hünfelden-Dauborn;Nassauer Straße 66;65597;Hünfelden-Dauborn;;;;;Kita_firmen;;
4938;9539;;;;;Ev. Kindergarten Hünfelden-Heringen;Jahnstraße 40;65597;Hünfelden-Heringen;;;;;Kita_firmen;;
4939;9540;;;;;Ev. Kindergarten Hünfelden-Mensfelden;Am Kuhweg 2;65597;Hünfelden-Mensfelden;;;;;Kita_firmen;;
4940;9541;;;;;Gemeindekindergarten Hünfelden-Kirberg;Weiherweg 4;65597;Hünfelden-Kirberg;;;;;Kita_firmen;;
4941;9542;;;;;Gemeindekindergarten Hünfelden-Nauheim;Oranierstraße 45;65597;Hünfelden-Nauheim;;;;;Kita_firmen;;
4942;9543;;;;;Gemeindekindergarten Hünfelden-Neesbach;Langgasse 20;65597;Hünfelden-Neesbach;;;;;Kita_firmen;;
4943;9544;;;;;Gemeindekindergarten Hünfelden-Ohren;Hintergasse 9;65597;Hünfelden-Ohren;;;;;Kita_firmen;;
4944;9545;;;;;Kath. Kindergarten Langendernbach;Bahnhofstraße 48;65599;Dornburg-Langendernbach;;;;;Kita_firmen;;
4945;9546;;;;;Kath. Kindergarten Thalheim;Talstraße 6;65599;Dornburg-Thalheim;;064361025;;;Kita_firmen;;
4946;9547;;;;;Kindergarten St. Chrisophorus;Rheinstraße 1;65599;Dornburg-Wilsenroth;;;;;Kita_firmen;;
4947;9548;;;;;Kindergarten St. Josef Dornburg-Frickhofen;Egenolfstraße 38;65599;Dornburg-Frickhofen;;064367451;;;Kita_firmen;;
4948;9549;;;;;Kindergarten ST. Margareta;Auf den Steinen 5;65599;Dornburg-Dorndorf;;;;;Kita_firmen;;
4949;9550;;;;;Gemeindekindergarten Lollipop;Pfortenstr. 13a;65604;Elz;;;;;Kita_firmen;;
4950;9551;;;;;Gemeindekindergarten Elz;Gartenstr. 13;65604;Elz;;;;;Kita_firmen;;
4951;9552;104710;;;;Gemeindekindergarten Unterm Regenbogen;Am Musikantenring 3;65604;Elz;;;;;Kita_firmen;Kindertagesstätte Unterm Regenbogen;
4952;9553;;;;;Kindergarten St. Martin Elz;Robert-Koch-Straße;65604;Elz;;;;;Kita_firmen;;
4953;9554;;;;;Gemeindekindergarten Villmar-Seelbach;Bahnhofstraße 16;65606;Villmar-Seelbach;;;;;Kita_firmen;;
4954;9555;;;;;Gemeindekindergarten Villmar-Weyer;Untergasse 18;65606;Villmar-Weyer;;;;;Kita_firmen;;
4955;9557;;;;;Kath. Kindergarten St. Agatha;Peter-Paul-Straße 1;65606;Villmar;;064822315;;;Kita_firmen;;
4956;9558;;;;;Gemeindekindergarten Brechen-Werschau;Hessenstraße 17;65611;Brechen-Werschau;;;;;Kita_firmen;;
4957;9559;;;;;Kath. Kindergarten Niederbrechen;Jak.-Herlth-Straße;65611;Brechen-Niederbrechen;;;;;Kita_firmen;;
4958;9560;;;;;Kath. Kindergarten Oberbrechen;Kapellenstraße 2;65611;Brechen-Oberbrechen;;;;;Kita_firmen;;
4959;9561;;;;;Kath. Kindergarten St. Maximinus;Westerwaldstraße 3;65611;Brechen;;;;;Kita_firmen;;
4960;9562;;;;;Kinderkrippe Bärenhöhle;Am Kamelsrück 1;65614;Beselich-Heckholzhausen;;;;;Kita_firmen;;
4961;9563;102019;;;;Ev. Kindergarten Sternenland;Steingasse 15;65614;Beselich-Heckholzhausen;;064841377;;;Kita_firmen;Ev. Kindergarten Sternenland;
4962;9564;;;;;Gemeindekindergarten Beselich-Niedertiefenbach;Grabenstraße;65614;Beselich-Niedertiefenbach;;;;;Kita_firmen;;
4963;9565;;;;;Gemeindekindergarten Beselich-Schupbach;Panrasen 4;65614;Beselich-Schupbach;;;;;Kita_firmen;;
4964;9566;;;;;Kath. Kindergarten Obertiefenbach;Auer Weg 1;65614;Beselich-Obertiefenbach;;06484891470;;;Kita_firmen;;
4965;9567;;;;;Ev. Kindergarten Selters-Münster;Im Roth 4;65618;Selters-Münster;;;;;Kita_firmen;;
4966;9568;;;;;Gemeindekindergarten Selters-Haintchen;Wolfenhäuser Weg 2;65618;Selters-Haintchen;;;;;Kita_firmen;;
4967;9569;;;;;Kath. Kindergarten  Selters-Eisenbach;Grabenstraße 33;65618;Selters-Eisenbach;;;;;Kita_firmen;;
4968;9570;;;;;Kath. Kindergarten Selters-Niederselters;Eisenbacher Straße 11;65618;Selters-Niederselters;;;;;Kita_firmen;;
4969;9571;;;;;Gemeindekindertagesstätte Waldbrunn-Fussingen;Ellarer Weg;65620;Waldbrunn-Fussingen;;;;;Kita_firmen;;
4970;9572;;;;;Kath. Kindergarten Waldbrunn-Hausen;Kirchstraße 8;65620;Waldbrunn-Hausen;;;;;Kita_firmen;;
4971;9573;;;;;Kath. Kindergarten Waldbrunn-Hintermeilingen;Schieferstraße 6;65620;Waldbrunn-Hintermeilingen;;;;;Kita_firmen;;
4972;9574;;;;;Kindwohninitiative KIWI;Lahrer Weg 13;65620;Waldbrunn - Fussingen;;064791565;;;Kita_firmen;;
4973;9575;;;;;Kindergarten St. Johannes;Fussinger Weg 13;65620;Waldbrunn-Lahr;;;;;Kita_firmen;;
4974;9576;;;;;Kindergarten St. Maria;Kirchstraße 10;65620;Waldbrunn-Ellar;;;;;Kita_firmen;;
4975;9577;;;;;Ev. Kindergarten Hahnstätten;Jahnstraße 11;65623;Hahnstätten;;;;;Kita_firmen;;
4976;9578;;;;;Ev. Kindertagesstätte Hahnstätten;Jahnstraße 19;65623;Hahnstätten;;;;;Kita_firmen;;
4977;9579;;;;;Ev. Kindertagesstätte Altendiez;Helenenstraße 15;65624;Altendiez;;;;;Kita_firmen;;
4978;9580;;;;;Ev. Kindergarten Birlenbach;Schulstraße 55;65626;Birlenbach;;;;;Kita_firmen;;
4979;9581;;;;;Kindergarten St. Josef Elbtal-Dorchheim;Nikolausstraße 7;65627;Elbtal-Dorchheim;;;;;Kita_firmen;;
4980;9582;;;;;Ev. Kindergarten Niederneisen;Jahnstraße 14;65629;Niederneisen;;;;;Kita_firmen;;
4981;9583;;;;;Krabbelstube Spatzennest;Mainzer Str. 30 a;65719;Hofheim;;;;;Kita_firmen;;
4982;9584;;;;;Magistrat der Stadt Eschborn, Amt f. Soziales, Kultur u. Sport;Rathausplatz 36;65760;Eschborn;;;;;Kita_firmen;;
4983;9586;;;;;Städt. Kindergarten Hattersheim-Obkriftel;Kleine Feldstr. 8;65795;Hattersheim;;061909700;;kindergarten-okriftel@web.de;Kita_firmen;;
4984;12505;;;;;Kom. Kindergarten Kleine Feldstrasse;Kleine Feldstr. 8;65795;Hattersheim;;061904272;;kindergarten-okriftel@web.de;Kita_firmen;;
4985;12501;;;;;Ev. Kindertagesstätte Sonnenschein Hattersheim;Untertorstr. 9;65795;Hattersheim;;061902478;;evkitahatt@aol.com;Kita_firmen;;
4986;9587;;;;;Kindertagesstätte Hattersheim;Untertorstr. 9;65795;Hattersheim;;061902478;;;Kita_firmen;;
4987;9588;;;;;Stadt Hattersheim;Untertorstr. 5;65795;Hattersheim;;;;;Kita_firmen;;
4988;9589;;;;;Städtische Kindertagesstätte Südwest;Weingartenstr. 31;65795;Hattersheim am Main;;061909345983;;kta-suedwest@web.de;Kita_firmen;;
4989;12508;;;;;Kom. Kindertagesstätte Süd-West Hattersheim;Weingartenstr. 31;65795;Hattersheim;;0619093450983;;kita-suedwest@web.de;Kita_firmen;;
4990;9594;;;;;Kindertagesstätte Wanderflöhe;Fabriciusstr. 8;65933;Frankfurt-Griesheim;;06938010370;;wanderfloehe@bvz-frankfurt.de;Kita_firmen;;
4991;9597;104554;Frau;;;Kindertagesstätte Christuskirchengemeinde;Am Rosengarten 2b;65934;Frankfurt / Main;;069395756;;;Kita_firmen;KiTa Christusgemeinde;
4992;9598;;;;;Kinderhaus Frank;Dunantring 41 a;65936;Frankfurt;;;;;Kita_firmen;;
4993;9600;;;;;Ev. Kindertagessstätte Regenbogenland;Westerwaldstr. 10;65936;Frankfurt;;;;;Kita_firmen;;
4994;9601;;;;;Ev. Kindertagesstätte Saarlouis;Taubenstr. 3;66740;Saarlouis;;;;;Kita_firmen;;
4995;9602;104633;;;;Kinderzentrum Ludwigshafen;Karl-Lochner-Str. 8;67071;Ludwigshafen;;;;;Kita_firmen;Kinderzentrum Ludwigshafen;
4996;9606;;;;;Kindergarten Weiher;Hauptstr. 63;69509;Mörlenbach;;;;;Kita_firmen;;
4997;9607;;;;;Kath. Kindergarten Mörlenbach;Kirchgasse 19;69509;Mörlenbach;;062093459;;;Kita_firmen;;
4998;9608;;;;;Kindergarten Traumschloss;Schmittgasse 18;69509;Mörlenbach;;06209-712277;;;Kita_firmen;;
4999;9609;;;;;Kindergarten Bonsweiher;Laudenbacherstr. 4;69509;Mörlenbach;;06209-1585;;;Kita_firmen;;
5000;9610;;;;;Gemeindekindergarten Obermumbach;Mumbacher Talstr. 92;69509;Mörlenbach;;06209-3688;;;Kita_firmen;;
5001;9611;;;;;Evangelische Kindertagesstätte;Rosenbergstr. 86;70176;Stuttgart;;0711-290173;;;Kita_firmen;;
5002;9612;;;;;Bundesvereinigung Ev. Kindertagesstätten e.V.;Stafflenbergstraße 76;70184;Stuttgart;;;;;Kita_firmen;;
5003;9613;;;;;Kita Im Pattenwill Süd;John-F.-Kennedy Allee  988;70806;Kornwestheim;;;;;Kita_firmen;;
5004;9614;;;;;Stadt Weiblingen, Amt f. Soziales, Alten- u. Jugendförderung;Langenstr. 33;71332;Waiblingen;;;;;Kita_firmen;;
5005;9615;;;;;TRICENTENAIRE;1, rue de la Gare;07228;Walferdange/Luxemburg;;;;normants@pt.lu;Kita_firmen;;
5006;9617;;;;;Kindertagesstätte Regenbogen;Deutschhausstr. 57;74831;Gundelsheim;;;;;Kita_firmen;;
5007;9619;104605;;;;Kinderhaus Bernhard von Baden;Vordere Poche 17;79104;Freiburg;;076154449;;;Kita_firmen;Kinderhaus;
5008;9622;;;;;Kindergarten St. Hildegard mit Int-Gruppe;Leipziger Str. 5;85221;Dachau;;;;;Kita_firmen;;
5009;9625;;;;;Mutter- und Kindhaus;A.-Puschkinstr. 3;98590;Wernshausen;;03684821787;;;Kita_firmen;;
5010;9626;;;;;Förderzentrum Marienstift;Rudolstädter Straße 30;99310;Arnstadt;;03628720249;;;Kita_firmen;;
5011;9637;;;;;Hort der Hupfeldschule e.V.;Hansteinstr. 5b;34121;Kassel;;05613163569;;hortleitung@fv-hupfelschule.de;Kita_firmen;;
5012;9638;;;;;Hort Bossebande;Rotdornweg 31;34125;Kassel;;05618160422;;	hortbossebande@arcor.de;Kita_firmen;;
5013;9639;;;;;Hort Verein BG Kirchditmold;Mergellstr. 41;34130;Kassel;;05616025989;;info@kinderhort-kirchditmold.de;Kita_firmen;;
5014;10011;;;;;Ev. Kindertagesstätte Prisma;Heinrich-Plett-Straße 40b;34132;Kassel;;;;ev.kindertagesstaette.prisma@ekkw.de;Kita_firmen;;
5015;10120;102050;;;;Ev. Kindergarten Langenstein;Luchgasse 21a;35274;Kirchhain-Langenstein;;064221391;;kindergarten.langenstein@ekkw.de;Kita_firmen;Ev. Kindergarten Langenstein;
5016;7926;102050;Frau;;Findeis;;Luchgasse 21 a;35274;Kirchhain;;064221391;;;Kita_personen;Ev. Kindergarten Langenstein;
5017;2790;102050;Frau;Tatjana;Schmidt;;Luchgasse 21a;35274;Kirchhain-Langenstein;;;;;Kita_personen;Ev. Kindergarten Langenstein;
5018;10143;104725;;;;Krabbelstube der Technischen Hochschule Mittelhessen;Moltkestr. 3;35390;Gießen;;0641390748;;krabbelstube@gmx.net;Kita_firmen;Krabelstube der Technischen Hochschule M;
5019;10601;104725;Frau;Petra;Kämmerer;;Moltkestr. 3;35390;Gießen;;;;petrak77@gmx.de;Kita_personen;Krabelstube der Technischen Hochschule M;
5020;10150;;;;;Kinderkrippe Krümelkiste Gießen;Ebelstr. 41;35392;Gießen;;064171159;;kruemelkiste@web.de;Kita_firmen;;
5021;8005;;Frau;;Hahn;;Ebelstr. 41;35392;Gießen;;064171159;;;Kita_personen;;
5022;10152;;;;;KindertagesstätteTakatukaland Elternverein Villa Kunterbunt e.V.;Schubertstr. 32;35392;Gießen;;064123715;;info@villa-kunterbunt-giessen.de;Kita_firmen;;
5023;10153;;;;;Lukasgemeinde Ev. Kindertagesstätte;Löberstraße 4;35390;Gießen;;064178576;;ev.kita-loeberstrasse.giessen@ekhn-net.de;Kita_firmen;;
5024;10167;;;;;Ev. Kindertagesstätte Lutherberg;Lutherberg 1+3;35394;Gießen;;06414809230;;ev-kita-luthergemeinde.giessen@ekhn-net.de;Kita_firmen;;
5025;8033;;Frau;;Wöll;;Lutherberg 1+3;35394;Gießen;;064146970;;ev.kita-luthergemeinde.giessen@ekhn-net.de;Kita_personen;;
5026;8019;;Frau;;Matz;;Lutherberg 1+3;35394;Gießen;;064146970;;;Kita_personen;;
5027;10175;;;;;Kindertagesstätte Märchenland;Lützellindener Str. 65;35398;Gießen;;064129205;;kita.maerchenland@giessen.de;Kita_firmen;;
5028;10177;109093;;;;Städt. Kindergarten Die Wilde 13;Weingartenstr. 10;35398;Gießen;;0640371262;;;Kita_firmen;Städt. Kindergarten Die Wilde 13;
5029;8064;104521;Frau;;Schroth;;An den Schulgärten 2;35398;Gießen;;064121211;;ev.kita-rote-schule.giessen@ekhn-net.de;Kita_personen;Kindertagesstätte Rote Schule;
5030;8060;104521;Frau;;Schroth;;An den Schulgärten 2;35398;Gießen;;064121211;;ev.kita-rote-schule.giessen@ekhn-net.de;Kita_personen;Kindertagesstätte Rote Schule;
5031;10180;104521;;;;Kindertagesstätte und Hort Rote Schule;An den Schulgärten 2;35398;Gießen;;064121211;;ev.kita-rote-schule.giessen@ekhn-net.de;Kita_firmen;Kindertagesstätte Rote Schule;
5032;8065;110519;Frau;;Kassen;;Katzenbach 22;35398;Gießen;;0641202850;;info@kinderland-giessen.de;Kita_personen;Verein für Kindererziehung;
5033;8065;110511;Frau;;Kassen;;Katzenbach 22;35398;Gießen;;0641202850;;info@kinderland-giessen.de;Kita_personen;Verein für Kindererziehung;
5034;8065;104541;Frau;;Kassen;;Katzenbach 22;35398;Gießen;;0641202850;;info@kinderland-giessen.de;Kita_personen;Kita Kinderland;
5035;10184;110519;;;;Kinderland, Elternverein Verein f. Kindererziehung e.V.;Katzenbach 22;35398;Gießen;;0641202850;;info@kinderland-giessen.de;Kita_firmen;Verein für Kindererziehung;
5036;10184;110511;;;;Kinderland, Elternverein Verein f. Kindererziehung e.V.;Katzenbach 22;35398;Gießen;;0641202850;;info@kinderland-giessen.de;Kita_firmen;Verein für Kindererziehung;
5037;10184;104541;;;;Kinderland, Elternverein Verein f. Kindererziehung e.V.;Katzenbach 22;35398;Gießen;;0641202850;;info@kinderland-giessen.de;Kita_firmen;Kita Kinderland;
5038;10194;;;;;Städt. Kindergarten Im Wiesengrund;Wiesenstraße 20;35510;Buchtzbach;;;;;Kita_firmen;;
5039;10728;104705;Frau;Andrea;Dierlamm;;Festplatz 1;35325;Mücke;;06645919988;;andrea.dierlamm@web.de;Kita_personen;Kindertagesstätte Rappelkiste Atzenhain;
5040;10825;104705;Frau;Iris;Haustein;;Festplatz 1;35325;Mücke;;064009568328;;;Kita_personen;Kindertagesstätte Rappelkiste Atzenhain;
5041;10212;104705;;;;Kindertagesstätte Rappelkiste Atzenhain;Festplatz 1;35325;Mücke;;064013517;;;Kita_firmen;Kindertagesstätte Rappelkiste Atzenhain;
5042;10765;;Frau;Simone;Melcher;;Beethovenstraße 9;36341;Lauterbach;;;;;Kita_personen;;
5043;10766;;Frau;Andrea;Völlinger;;Beethovenstraße 9;36341;Lauterbach;;;;;Kita_personen;;
5044;10222;;;;;Kindertagesstätte Lauterstrolche;Beethovenstraße 9;36341;Lauterbach;;06641918127;;kita.lauterstrolche@lauterbach-hessen.de;Kita_firmen;;
5045;10255;;;;;Kindertagesstätte An der Nachtweide;Freiherr-vom-Stein-Str. 6;61167;Florstadt;;;;;Kita_firmen;;
5046;10257;;;;;Kindertagesstätte Leimenkaut;An der Leimenkaut 9;61352;Bad Homburg;;06172457527;;kita.leimenkaut@bad-homburg.de;Kita_firmen;;
5047;9095;;Frau;;Rodriguez;;An der Leimenkaut 9;61352;Bad Homburg;;06172457527;;;Kita_personen;;
5048;10296;;;;;Kindertagesstätte Wilde Zwerge e.V.;Dietesheimer Straße 43;63165;Mühlheim;;;;wilde.zwerge@gmx.de;Kita_firmen;;
5049;10348;104780;;;;Kinderkrippe Mini Mäuse;Rodgauer Str. 5a;63500;Seligenstadt;;061828430218;;krippe@seligenstadt.de;Kita_firmen;Kinderkrippe Mini Mäuse;
5050;9493;104593;Frau;Inge;Hahn;;Birkenallee 31;65549;Limburg;;064316984;;kita.st.georg@gesamtverband-limburg.de;Kita_personen;Kath. Kita St. Georg;
5051;10367;104593;;;;Kath. Kindertagesstätte St. Georg;Birkenallee 31;65549;Limburg;;;;kita.st.georg@gesamtverband-limburg.de;Kita_firmen;Kath. Kita St. Georg;
5052;10461;104701;;;;Kindertagesstätte St. Servatius;Am Hallenbad 4;65555;Limburg-Offheim;;06431529160;;kita.st.servatius@gesamtverband-limburg.de;Kita_firmen;Kindertagesstätte St. Servatius;
5053;10472;;Frau;Tina;Steinbach-Kolitsch;;Friedhofstraße 9;35460;Staufenberg;;064065588;;miss.buffalo@online.de;Kita_personen;;
5054;10473;;;;;Kindertagesstätte Am Buchenberg in Daubringen;Friedhofstraße 9;35460;Staufenberg;;064061630;;kita.daubringen@staufenberg.de;Kita_firmen;;
5055;10515;102063;;;;Ev. Kindertagesstätte Rauchstraße;Rauchstraße 22;34454;Bad Arolsen;;056913583;;;Kita_firmen;Ev. Kindertagesstätte;
5056;2730;102063;Frau;Sina;Schacht-Knüppel;;Rauchstraße 22;34454;Bad Arolsen;;05691624882;;sina-schacht@web.de;Kita_personen;Ev. Kindertagesstätte;
5057;14119;104855;Frau;Anette;Schmidt;;Schulstraße 27 - 29;35305;Grünberg;;06401804190;;a.schmidt@gruenberg.de;Kita_personen;Kindertagestätte Grimmicher Zwerg;
5058;10516;104855;Frau;Daniela;Kowolik;;Schulstraße 27 - 29;35305;Grünberg;;;01706237354;;Kita_personen;Kindertagestätte Grimmicher Zwerg;
5059;10517;104855;;;;Kindertagesstätte Grimmicher Zwerg;Schulstraße 27 - 29;35305;Grünberg;;06401804190;;;Kita_firmen;Kindertagestätte Grimmicher Zwerg;
5060;10519;;;;;Tageseinrichtung für Kinder;Erfurter Str. 1;35039;Marburg;;06421487953;;;Kita_firmen;;
5061;2236;;Frau;Grit;Kaufhold;;Erfurter Str. 1;35039;Marburg;;02776911466;;kiga-erfurterstrasse@marburg.de;Kita_personen;;
5062;10538;;;;;Kindertagesstätte St. Nicolai;Hanauer Landstr. 47;30314;Frankfurt a. M.;;;;;Kita_firmen;;
5063;10539;;Frau;Kerstin;Becker;;Hanauer Landstr. 47;30314;Frankfurt a. M.;;06975068926;;Kbecker28873@t-online.de;Kita_personen;;
5064;10552;;Frau;Christina;Thielmann;;Deidesheimer Str. 10;60529;Frankfurt a. M.;;;;;Kita_personen;;
5065;10553;;;;;Kindertagesstätte Lichtblick;Deidesheimer Str. 10;60529;Frankfurt a. M.;;;;;Kita_firmen;;
5066;10557;;;;;Kindertagesstätte Sonnenschein Neuenstein;Am Ransberg 1^;36286;Neuenstein;;06677255;;kita-raboldshausen@neuenstein.net;Kita_firmen;;
5067;10558;111007;;;;Marburger Waldkindergarten e. V.;Oberweg 60;35041;Marburg;;06421805262;;kontakt@marburger-waldkindergarten.de;Kita_firmen;Waldkindergarten Marburg;
5068;10576;104642;Frau;Christine;Roth;;Am Wahlebach 7;34253;Lohfelden;;;;;Kita_personen;Kindertagesstätte Ochshausen;
5069;10577;104642;;;;Kindertagesstätte Ochshausen;Am Wahlebach 7;34253;Lohfelden;;0561513767;;Kita-Ochshausen@Lohfelden.de;Kita_firmen;Kindertagesstätte Ochshausen;
5070;10606;;;;;Kindergarten Zwergenstübchen;Schwalmtalstr. 21;34637;Schrecksbach - Röllshausen;;06698222;;kiga-roellshausen@gmx.de;Kita_firmen;;
5071;10607;104599;;;;Kindergarten Lummerland;Lindenstraße 3;35625;Hüttenberg-Hochelheim;;064034551;;Kiga-Lummerland@huettenberg.de;Kita_firmen;Kindergarten Lummerland;
5072;8236;104599;Frau;Verena;Jung;;Lindenstraße 3;35625;Hüttenberg;;064034551;;kiga-lummerland@huettenberg.de;Kita_personen;Kindergarten Lummerland;
5073;12390;104599;Frau;Kathrin;Tuchan;;Lindenstraße 3;35625;Hüttenberg-Hochelheim;;;;Kiga-Lummerland@huettenberg.de;Kita_personen;Kindergarten Lummerland;
5074;10614;;;;;Kindertagesstätte Kleine Europäer;Schubertstr. 41579;60325;Frankfurt am Main;;0697506730;;kleineeuropaeer@bvz-frankfurt.de;Kita_firmen;;
5075;2005;103018;Frau;Sabine;Glück;;Buchbergstraße 4;63517;Rodenbach;;;;Sabine.Glueck@rodenbach.de;Kita_personen;Gemeinde Rodenbach;
5076;10634;103018;;;;Kita Buchbergstraße;Buchbergstraße 4;63517;Rodenbach;;0618451558;;sabine.glueck@rodenbach.de;Kita_firmen;Gemeinde Rodenbach;
5077;10635;103018;Frau;Doris;Wolf;;Buchbergstraße 4;63517;Rodenbach;;;017632534315;diewolfin62@gmx.de;Kita_personen;Gemeinde Rodenbach;
5078;10644;104553;;;;Kath. Kindergarten Arche Noah Gladenbach;Ringstraße 36;35075;Gladenbach;;064625077;;;Kita_firmen;Kath. KiGa Arche Noah;
5079;7805;104553;Frau;;zu Jeddeloh;;Ringstraße 36;35075;Gladenbach;;064625077;;kitaarchenoah@freenet.de;Kita_personen;Kath. KiGa Arche Noah;
5080;8154;;Frau;Claudia;Ludewig;;Bismarckstr. 31;35510;Butzbach;;060334151;;;Kita_personen;;
